size,treat,conf,var,Bias 1,SD 1,rootMSE 1,MAE 1,MedAE 1,Bias 2,SD 2,rootMSE 2,MAE 2,MedAE 2,Bias 3,SD 3,rootMSE 3,MAE 3,MedAE 3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0.5,2,Naive miss.,-0.7073927957710566,0.7051925547647939,0.9988498920280708,0.8279656404742368,0.728728687526818,0.6512738590414688,1.1503027579210194,1.3218752113386008,1.054892785697296,0.8706421861179092,0.820450891767198,0.524910083989432,0.9739970544490281,0.8459018990455529,0.7957417424049655
200,0.5,2,IPW miss.,-0.3090615985190084,0.800124978797085,0.8577406679026945,0.6820162816010048,0.5941340039507637,0.16563710694906142,1.3634841891943654,1.3735082036090904,1.0278105628444725,0.8077240670792802,0.25339466377608844,0.7044849692811961,0.748670773820726,0.5803135565271489,0.5015931704779757
200,0.5,2,Aggregated cali. miss.,-0.3141863675131731,0.7882202107800381,0.8485305970990382,0.6779582388966747,0.5934903535202309,0.2040051962276186,1.2590417130827392,1.2754623300474959,0.9970834250902751,0.7991224887861956,0.2484650484741615,0.6807362635504307,0.7246631913005303,0.5692872139413571,0.493811619292569
200,0.5,2,Calibration by time miss.,-0.3311931599618987,0.7709568267258636,0.8390848216245848,0.673032700892418,0.5935144495739735,0.2244389946605434,1.231135288957672,1.2514259714586102,0.9752013013240499,0.8006459263929555,0.2637509051438869,0.6585888915180502,0.709439122120562,0.5698521048945027,0.5052640525617809
200,0.5,2,Aggregated cali. with time miss.,-0.31804129362114963,0.7931565024608874,0.8545452017559996,0.679044356859949,0.5956152684453144,0.20273843058448904,1.27164187094396,1.2877017974568945,1.0052359067475207,0.7942805010689784,0.25561286269264505,0.6789520258756422,0.7254748713874022,0.5677248457369842,0.4797540241288485
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0.75,1,Naive,-0.2880354124087461,0.9588726822465418,1.0011998899121763,0.7989930750079679,0.635497737009473,0.28509096338212814,1.1320921991463904,1.1674371952144835,0.9383058421661584,0.7621638514322155,0.23241033704956982,0.3394148618242479,0.4113599557500316,0.3282359674635861,0.27652195308937744
200,0.75,1,IPW,-0.01873863392715691,0.9776154216862009,0.9777949934010423,0.7741802507963335,0.6298424261336208,0.010507834949593509,1.1650587110385289,1.1651060959252106,0.9303130789876307,0.764545361536316,8.219790107983904e-4,0.3410339366131118,0.3410349272014967,0.26959547113542953,0.22823177524358718
200,0.75,1,Aggregated cali.,-0.019361124979013766,0.9763706727254511,0.9765626163840202,0.773413252802674,0.6390732947006725,0.011288299445120664,1.1641266716984722,1.1641814005833133,0.9288550257665821,0.7600628652679142,8.695292865232851e-4,0.340723625984645,0.3407247355055168,0.269299320071456,0.22895015191419077
200,0.75,1,Calibration by time,-0.017603726476565384,0.9794834048359919,0.9796415832001872,0.7760445466585506,0.6323603948647616,0.007790259368334773,1.1686643464929778,1.1686903109484927,0.934083539150005,0.7839642437312282,0.0020308135393882765,0.3415926170942365,0.3415986537691878,0.26946530032725524,0.23477712975770637
200,0.75,1,Aggregated cali. with time,-0.02000630695540906,0.9774562019530595,0.9776609223317122,0.7749026828488781,0.629859285882354,0.011101106238668557,1.164900927894687,1.16495382156102,0.9310946487627545,0.7814247231593621,0.001637627509389894,0.34020151031750845,0.3402054518172413,0.2689641933587122,0.2241997897622432
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0.75,1,Naive miss.,-0.2880354124087461,0.9588726822465418,1.0011998899121763,0.7989930750079679,0.635497737009473,0.28509096338212814,1.1320921991463904,1.1674371952144835,0.9383058421661584,0.7621638514322155,0.23241033704956982,0.3394148618242479,0.4113599557500316,0.3282359674635861,0.27652195308937744
200,0.75,1,IPW miss.,-0.15126009896069093,0.9929298474675962,1.0043850354966575,0.8030230713812759,0.6430567785837908,0.13658441185052173,1.17880494892991,1.1866913706529598,0.9466150375498357,0.7749355682641341,0.053584633540402216,0.3419152273437476,0.3460886239696211,0.2731914005990634,0.22093600162359173
200,0.75,1,Aggregated cali. miss.,-0.15260161873790423,0.9938463123454842,1.0054937824791093,0.8043709410658417,0.6526771853313633,0.138281040930889,1.1792339194632526,1.1873138940876566,0.9471746551006525,0.7826832749375123,0.05380844937770535,0.3417034997092603,0.3459141959185681,0.2730667439677692,0.21833435394018008
200,0.75,1,Calibration by time miss.,-0.15320262444558352,0.996729094659623,1.0084343966158662,0.8060083272205458,0.6458854184236387,0.14257476202065256,1.1761323707671787,1.1847425527648063,0.947721168096882,0.8093304536010977,0.053844722917851584,0.3447247076174566,0.3489045402800616,0.275727163454132,0.22995499084697557
200,0.75,1,Aggregated cali. with time miss.,-0.1528196466231435,0.993947577214983,1.0056269838491592,0.8043368350870422,0.6436258300294071,0.1370069684785875,1.1783372597160493,1.186275519028704,0.9466776004220449,0.7980069051780996,0.054597559747174174,0.34143758018637804,0.34577523724794923,0.2728005692030806,0.21905870542777417
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0.75,1.5,Naive,-0.4991121697255352,1.0191104980652566,1.1347683310856655,0.916077710608374,0.7845100913757932,0.488088960998577,1.2260566216213096,1.3196384630913611,1.0501786576991543,0.9106410893543915,0.47785242784968274,0.3620746422454009,0.5995339768178041,0.5107779467545662,0.4746179705150244
200,0.75,1.5,IPW,-0.04635261890022946,1.0734363408191872,1.0744366631264013,0.868117552828686,0.7550467060179216,0.03974709627214068,1.2948410382405802,1.2954509430981977,1.0320146794018532,0.8665397603135663,0.002226674655238181,0.39992151746974625,0.39992771623797824,0.3224860503378249,0.278380139638146
200,0.75,1.5,Aggregated cali.,-0.05046746202982888,1.0694130950494354,1.0706032563872319,0.8651120884375247,0.7547352209203453,0.04631265439322174,1.2904816881866645,1.2913124523143302,1.0286075882316874,0.8732374438658708,0.002542661365140031,0.39844124526425295,0.3984493582057152,0.32122179583805105,0.27875624083757744
200,0.75,1.5,Calibration by time,-0.04991543311032842,1.0724857517945163,1.0736467008587325,0.8671940593202683,0.751698811599681,0.03925461101185057,1.2811602827316944,1.2817615201490669,1.0183770925586804,0.8285704480532301,0.006227688756045957,0.39733525501165334,0.39738405728264664,0.3184265045607427,0.29354613037621147
200,0.75,1.5,Aggregated cali. with time,-0.04912078073310511,1.0725713586225225,1.0736955669263022,0.8677566524437705,0.751607244469298,0.041478961741328924,1.2892738166753217,1.2899408818359428,1.0256112662258163,0.8523634557892272,0.004673282752110097,0.3952274585958858,0.39525508674758864,0.31862643141320235,0.27467731474707313
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0.75,1.5,Naive miss.,-0.4991121697255352,1.0191104980652566,1.1347683310856655,0.916077710608374,0.7845100913757932,0.488088960998577,1.2260566216213096,1.3196384630913611,1.0501786576991543,0.9106410893543915,0.47785242784968274,0.3620746422454009,0.5995339768178041,0.5107779467545662,0.4746179705150244
200,0.75,1.5,IPW miss.,-0.2680819820007798,1.0682549159616443,1.1013793690412428,0.8910107098744393,0.7621618163275059,0.2639112633236955,1.3046694160008336,1.3310940762985406,1.0541405952918619,0.9234174312740162,0.07517051476445324,0.42513933130099724,0.431733780597502,0.3459480903206468,0.2960049670055116
200,0.75,1.5,Aggregated cali. miss.,-0.2691321972804701,1.0670654207169705,1.100482054239368,0.8894469846795654,0.760782749744493,0.2669247996585069,1.2995840906598208,1.3267131028857926,1.050267049068074,0.9289322836257408,0.07672005683623384,0.42184529141627947,0.4287649904213737,0.3436621430107691,0.29610091789155124
200,0.75,1.5,Calibration by time miss.,-0.26727214654917475,1.080301232823169,1.1128724787504911,0.8964882437778118,0.774678224678162,0.266100220600757,1.295121851898706,1.3221762131687687,1.0467764395242043,0.9117327101209787,0.08565614484068185,0.4190014352782625,0.4276671344798567,0.3432939478041236,0.30808141677515866
200,0.75,1.5,Aggregated cali. with time miss.,-0.2696469685660361,1.0674514287127876,1.1009823069958138,0.8894944784234453,0.7647096675046967,0.26319968813752315,1.3017929258616525,1.3281336143849125,1.0519068919444774,0.9282851275691195,0.07911719495807512,0.4203262363388702,0.42770746485516686,0.34313817644189915,0.2954340785137959
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0.75,2,Naive,-0.669279766398077,0.9529817459048131,1.1645211950572862,0.9580594306105854,0.8672316847968133,0.6513829473878898,1.1071378279649315,1.2845442437917973,1.0440888129489356,0.9133068899432408,0.7905104862673169,0.38117333628672023,0.8776103584134243,0.7960717837242418,0.7856985850854323
200,0.75,2,IPW,-0.0014803754854852968,1.10668078332452,1.1066817734522203,0.9009881018880731,0.7995216976367843,-0.013562300571710928,1.3105240617375624,1.3105942363637633,1.056815418913004,0.906049177235078,0.02030833599466897,0.5664582468605335,0.5668221713616903,0.4289628859488359,0.3240780482664951
200,0.75,2,Aggregated cali.,-0.009070965963204003,1.097345589718473,1.0973830806505487,0.8942259530606008,0.7949614700666885,-0.0026484162016382484,1.3007734559566244,1.3007761520837156,1.0501848698089526,0.9196457417436088,0.021714568159411307,0.5612990528492282,0.5617189236618172,0.4260794300242077,0.32489563825606727
200,0.75,2,Calibration by time,-0.01568365023697993,1.0869134745811813,1.0870266225400793,0.8909270500182976,0.811405288741156,-0.02363887612576132,1.2764295490943163,1.276648420774337,1.0410902071582264,0.9252355366229574,0.042664305690237825,0.5237880109724059,0.5255227144648073,0.4098982378207962,0.33379609110469866
