size,treat,conf,var,Bias 0,SD 0,rootMSE 0,MAE 0,MedAE 0,Bias 1,SD 1,rootMSE 1,MAE 1,MedAE 1,Bias 2,SD 2,rootMSE 2,MAE 2,MedAE 2,Bias 3,SD 3,rootMSE 3,MAE 3,MedAE 3,Bias 4,SD 4,rootMSE 4,MAE 4,MedAE 4
200,0.25,1,Naive,0.36015954736244016,1.3932348064196127,1.4390337471287507,1.1344671640661226,0.9114002943020907,0.5269414473010317,1.1373435277311796,1.2534821853363973,1.005321367422205,0.8551700100141915,0.693723347239624,1.1991226793331964,1.3853329139945285,1.1196537755487888,1.009178215694341,0.8605052471782155,1.5408237815781372,1.7648249789421027,1.4265310782321292,1.2897929153976122,1.027287147116807,2.025408224884207,2.2710344251155643,1.8371187405740026,1.6180526070568035
200,0.25,1,IPW,0.10228461556338964,1.4250645560996895,1.4287306014895025,1.134773644378327,0.946684402891286,0.035649614582498934,1.1594081498926156,1.159956099625024,0.9194253822867396,0.7731400334548795,-0.030985386398391768,1.218796785595136,1.2191905916415586,0.9576391163959689,0.790228341084088,-0.09762038737928158,1.5666920656818464,1.5697304764520985,1.2263865959859224,1.0032334226500481,-0.1642553883601714,2.0618929483165855,2.068425092412827,1.6189750192186148,1.3382117485159597
200,0.25,1,Aggregated cali.,0.10689475785305991,1.4257524149714864,1.4297539781562036,1.1355124182944305,0.9474893411648111,0.03948537627089177,1.1592014916579727,1.1598737833063228,0.9200905795134561,0.7858821278693924,-0.02792400531127548,1.2165884064788584,1.2169088301312436,0.9557211391474713,0.7805942793130711,-0.09533338689344362,1.5626220612634152,1.5655274385981548,1.2242610815012374,1.0008490026466959,-0.16274276847561353,2.056416583517826,2.0628461827432107,1.6150835499871714,1.3082972998504943
200,0.25,1,Calibration by time,0.09376269570347695,1.4193068000557756,1.4224005187675335,1.1311680694134254,0.9533431232235756,0.031831438184876326,1.1589902352471635,1.159427274931547,0.9202096938918407,0.789333320142994,-0.030099819333724298,1.2196786486787576,1.220050001092891,0.9558271892908844,0.7778326313028927,-0.09203107685232403,1.564450291514009,1.5671548850464228,1.231240702810734,1.0056663851699597,-0.15396233437092377,2.0549755451402683,2.060735036711291,1.6192007488233242,1.3835176958299726
200,0.25,1,Aggregated cali. with time,0.10009177592084129,1.424856260369558,1.4283675039433337,1.1361548581740988,0.9758794548040086,0.03593134291153888,1.160899404687117,1.1614553324197747,0.9207067615700244,0.7781251482917,-0.028229090097765308,1.220484060984694,1.2208104785942158,0.9584597340221417,0.7867385043724795,-0.09238952310706772,1.567130214327671,1.569851245385576,1.2256759800212371,1.0007809248930997,-0.1565499561163719,2.060736451957382,2.0666742881223295,1.6168987360391738,1.3290298195077952
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0.25,1,Naive miss.,0.36015954736244016,1.3932348064196127,1.4390337471287507,1.1344671640661226,0.9114002943020907,0.5269414473010317,1.1373435277311796,1.2534821853363973,1.005321367422205,0.8551700100141915,0.693723347239624,1.1991226793331964,1.3853329139945285,1.1196537755487888,1.009178215694341,0.8605052471782155,1.5408237815781372,1.7648249789421027,1.4265310782321292,1.2897929153976122,1.027287147116807,2.025408224884207,2.2710344251155643,1.8371187405740026,1.6180526070568035
200,0.25,1,IPW miss.,0.2409367448281392,1.4176190148305414,1.4379479080333524,1.140204187248421,0.9520739115604187,0.30736772120592093,1.153315037336614,1.193570480275914,0.9494681370829837,0.8665833711214574,0.37379869758370177,1.2059637004099097,1.262566399450593,1.0071781950261844,0.8684148640081091,0.4402296739614826,1.543464377719143,1.605018520492575,1.2777863583030342,1.0642947772457774,0.506660650339267,2.0282842727516015,2.0906080707999055,1.6640445455229231,1.4329223196596104
200,0.25,1,Aggregated cali. miss.,0.24471530585196533,1.4176072092896685,1.4385742180187517,1.1408753703837484,0.933517144007638,0.31062714006166914,1.1527674555492995,1.1938852653067202,0.9507955119539128,0.8668485395134198,0.37653897427137295,1.2037246183027175,1.2612432580011521,1.0073388807832766,0.8692354760869563,0.44245080848107676,1.5394319245206312,1.6017532169965674,1.2757384392942859,1.0597159520815893,0.5083626426907806,2.0227619452494694,2.0856649931455844,1.6597532298059565,1.4459629476674891
200,0.25,1,Calibration by time miss.,0.211236489889032,1.4247330274989867,1.440307277738701,1.1433020065257395,0.9366873103080948,0.2661463160600759,1.1600527180461502,1.1901916527175826,0.9465719343268699,0.8498467601967548,0.3210561422311198,1.2125211397786815,1.2543064062957352,1.002829763957906,0.8404597686564941,0.3759659684021628,1.5502644345201964,1.595202252485496,1.2775296764557011,1.0858010795223976,0.43087579457320757,2.035941849913781,2.081036560606142,1.6602034617057913,1.3965793957539532
